! Data obtained from https://github.com/Pjarzabek/DotPlotPython

2002	10
2003	3
2003	3
2003	4
2003	5
2003	5
2003	5
2003	5
2003	5
2003	6
2003	6
2003	6
2003	6
2003	6
2003	6
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	7
2003	8
2003	8
2003	8
2003	8
2003	9
2003	9
2003	9
2004	2
2004	3
2004	5
2004	5
2004	5
2004	6
2004	6
2004	6
2004	6
2004	6
2004	6
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	7
2004	8
2004	8
2004	8
2004	8
2004	8
2004	8
2004	8
2004	8
2004	8
2004	9
2004	9
2004	9
2004	9
2005	3
2005	4
2005	4
2005	5
2005	5
2005	6
2005	6
2005	6
2005	6
2005	6
2005	6
2005	6
2005	6
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	7
2005	8
2005	8
2005	8
2005	9
2005	9
2006	2
2006	3
2006	4
2006	4
2006	5
2006	5
2006	5
2006	5
2006	6
2006	6
2006	6
2006	6
2006	6
2006	7
2006	7
2006	7
2006	7
2006	7
2006	7
2006	7
2006	7
2006	7
2006	8
2006	8
2006	8
2006	8
2006	8
2006	8
2006	8
2006	8
2006	9
2006	9
2007	3
2007	3
2007	4
2007	4
2007	5
2007	5
2007	5
2007	6
2007	6
2007	6
2007	6
2007	6
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	7
2007	8
2007	8
2007	8
2007	8
2007	8
2007	9
2008	3
2008	3
2008	4
2008	4
2008	5
2008	5
2008	5
2008	5
2008	5
2008	6
2008	6
2008	6
2008	6
2008	6
2008	7
2008	7
2008	7
2008	7
2008	7
2008	7
2008	7
2008	8
2008	8
2008	8
2008	8
2008	8
2008	8
2008	8
2008	8
2008	8
2008	9
2008	9
2009	5
2009	5
2009	5
2009	5
2009	5
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	6
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	7
2009	8
2009	8
2009	8
2009	8
2009	8
2009	8
2009	8
2009	8
2009	8
2009	9
2009	9
2010	6
2010	6
2010	6
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	7
2010	8
2010	8
2010	8
2010	8
2010	8
2010	8
2010	8
2010	9
2010	9
2011	3
2011	5
2011	5
2011	5
2011	6
2011	6
2011	6
2011	6
2011	6
2011	6
2011	6
2011	6
2011	6
2011	7
2011	7
2011	7
2011	7
2011	7
2011	7
2011	8
2011	8
2011	8
2011	8
2011	8
2011	8
2011	8
2012	3
2012	4
2012	5
2012	5
2012	5
2012	6
2012	6
2012	6
2012	6
2012	6
2012	6
2012	6
2012	6
2012	7
2012	7
2012	7
2012	7
2012	7
2012	7
2012	7
2012	7
2012	8
2012	8
2012	8
2012	8
2012	8
2012	8
2012	8
2012	8
2012	8
2012	8
2012	9
2012	9
2013	4
2013	5
2013	5
2013	6
2013	6
2013	6
2013	6
2013	6
2013	6
2013	6
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	7
2013	8
2013	8
2013	8
2013	8
2013	8
2013	8
2013	8
2014	3
2014	4
2014	5
2014	5
2014	6
2014	6
2014	6
2014	6
2014	6
2014	6
2014	6
2014	6
2014	6
2014	6
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	7
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	8
2014	9
2014	9
2015	3
2015	5
2015	6
2015	6
2015	6
2015	6
2015	6
2015	6
2015	6
2015	6
2015	6
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	7
2015	8
2015	8
2015	8
2015	8
2015	8
2015	8
2016	4
2016	4
2016	5
2016	5
2016	6
2016	6
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	7
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2016	8
2017	5
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	6
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	7
2017	8
2017	8
2017	8
2017	8
2017	8
2017	8
2017	8
2017	8
2017	8
2017	8
2017	9
2018	5
2018	5
2018	5
2018	5
2018	5
2018	6
2018	6
2018	6
2018	6
2018	6
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	7
2018	8
2018	8
2018	8
2018	8
2018	8
2018	8
2018	8
2018	8
2018	8
2018	8
2019	6
2019	7
2019	7
2019	8
